id	document	label
1671	유교문화 남녀갈등 구분 없다 남녀갈등 경제 활동 다라 육아 지원 맞벌이 남자 어렵 직종 도전 여자 급여 일 인문 예술 육아 지원 여자 이공 지원 남자 떨어지 컴퓨터 건설 엔지니어링 일 고되 급여 높은 직종 퇴사 높은 유교문화 직장 내 남녀갈등 차별 때문에 주변 둘러보 여자 징징대 일쑤 기본 일 싫다 특징 비교 직원 집 돌아가 아내 독박육아 육아 같은 이상 소리 들어가 압박 결혼 독박육아 경제 활동 아내 결혼정보회사 여자 남자 바라 최소 연봉 얘기 남편 육아 집 값 얘기 나라 아파트 유교문화 여자 남자 오 여자 오 사회 인식 생각 인식 변화 여자 불리 남자 불리 없다 남자 독박육아 육아 가정주부 사회 루저 결혼 연애 치열 비교 사회 몸 던지 집 돈벌기 갖 가정주부 독박육아 육아 인생 과제 남녀갈등 경제 활동 유교문화 치 문제 해결 쉽	1671
1672	나라 인구 부분 멸망 시작 강간 범죄 면 출산 꼴찌 이상 문제 있다 편하 연애 아름답 결혼 무덩 남녀갈등 성격 기질 차이	1672
1673	연애 선택 여자 있다 결혼 선택 남자 있다	1673
1674	임산부 대우 좋은 임산부 여자 마이너스 이유 없다 경력단절 가사노동 분담 음식점 카페 노 키즈 존 늘어나 추세 극단주의 세력 때문에 배려 인식 좋은 마당 남자 육아 육아휴직 비교 오지 비교 집값 오르 떨어지 이러 저러 남자 여자 애낳기 연애 윈 윈 아	1674
1675	결혼 문제 연애 문제	1675
1676	집 좁 땅 어리 인 집 없다 민주당 집 해결 대여 결혼 사람 교육비 높은 교육비 치열 유교문화 유치원 영어 가르치 남녀갈등 남녀갈등 남녀갈등 대상 그릇 비교 여관 서로 만나 유교문화 연애 많이 남녀갈등 갈등 치열	1676
1677	개인 생각 높은 수준 교육비 비교 편하 일 연애 시간 공부 비교 답없다 없다 집 가격 물가 의식주 해결 애낳기 비교 지상주의 개인 어른 비교 지상주의 연애 인성 따지 애낳기 비교 따지 만족 기준치 높은 짐 기업 문제 애당초 애낳기 기업 입장 보호 편의 없다 정치 문제 남녀갈등 갈등 땅덩이 문제 많이 잡아가 없다	1677
1678	부모 사랑 유교문화 갖 입시 교육비 치열 취업 집 마련 병역의무 삶 무게 대학 교육비 기간 길 연애 기간 환상 기대감 지속 의지 없다 게임 레저 반려 취미 많이 연애 의지 짐	1678
1679	대한민국 결혼 키우기 힘 듬 결혼 아이러니 수도권집중 있다 결혼 없다 사는게 사는게 와이프 시집보내 비교 남자 연애 사는게 그러 갖 있다 애기 아빠 사는게 가능 높은 애기	1679
1680	성형 벌크 업 조금 생산 행동 여자 이유 여자 기회 만나 만나 비교 개선 대부분 본인 대화 만나 학교 모임 만나 연애 케이스 있다 지금 타지 만나 이별 솔로	1680
1681	뉴스 언급 남녀갈등 갈등 문제 연관 있다 출산 연애 맞벌이 여자 늘어나 한국 출산 바닥 치 연관 있다	1681
1682	미래 보이 연애 결혼 자녀 계획 사는게 인지상정	1682
1683	애낳기 딩크족 부부 수익 부모 물려받 재산 많이 조부모 재산 있다 경기도 사놓 있다 전세 수도권집중 전세 일 시간 하루 정도 유교문화 시간 많이 애낳기 주변 최소 애낳기 여건 부부 애낳기 재산 있다 애낳기 수도권집중 집 있다 애낳기 애낳기 애낳기 이유 아래 같은 부부 즐겁 방해물 취미 여행 식사 운동 등등 유교문화 같은 세상 학교 들어가 가해자 피해자 쉽 뛰어놀 날 게임 공부 꼴 없다 결혼 애낳기 사는게 프레임 갇히 싫다 노후 맡기 애낳기 억지 프레임 씌우 부담 주기 싫다 이유 해외여행 있다 여행 즐기 영화관 심야 영화 있다 여건 어렵 요가 독서 게임 그림 취미 있다 누리 집 한글 공부 포스터 붙 상상 싫다 출산 떨어지 부자 국가 일어나 현상 가난 국가 출산 높은 아프리카 국가 한중일 출산율 차이 한국 수도권집중 부산 같은 부자 도시 출산 전남 충남 경북 강원 같은 가난 지역 출산 높은 차이 가난 나라 가난 농촌 출산 높은 거리 없다 취미 유교문화 없다 성관계 육아 즐거움 찾 나라 오락실 카페 노래방 없다 눈 보이 논밭 일 집 오 스마트폰 인터넷 없다 시절 집 남녀갈등 있다 성관 유일 길거리 출산 아버지 젊은세대 형제자매 많이 아프리카 국가 출산 나라 발전 오락 거리 엄청나 해외여행 바 돈벌기 있다 인터넷 발달 스마트폰 생기 집집 컴퓨터 젊은세대 있다 게임 발전 밖 코인 노래방 술집 카페 영화관 만화방 당구장 볼링장 등등 거리 그러 사람 육아 성관 수도권집중 즐거움 곳 분산 시작 인터넷 속도 출산 충격 사실 가요 옛날 연애 만 곳 없다 어린이 대공원 카페 극장 정도 돈벌기 체력 남아돌 거리 없다 그러 여관 모텔 결혼 놀 많이 피곤 돈벌기 비교 많이 연애 해외여행 결혼 미	1683
1684	출산 운운 결혼 얘기 나라 결혼 애낳기 있다 문화 나라 출산 통계 가임 여자 수로 미 성년자 결혼 제도 애낳기 애낳기 사회 비교 곱 가임 여자 전부 결혼 상태 공식 문제 많이 실질 기혼 여자 대상 출생 내 따지 그렇 한국 출산 꼴찌 저출산 극복 애낳기 지원금 얼마 주택 청약 당첨 확률 높은 결혼 장려 정책 내라 연애 결혼 출산 자연 문제 해결 출산 해결 나랏일 사람 우리나라 인구 소멸 위기감 느끼 마찬가지 자녀 사는게	1684
1685	연애 인만 평생 애낳기 임창정 좋은	1685
1686	부모 살아가 수많 사람 모습 사는게 생각 같은 자식 희생 없다 살림 주말 쉬 육아 아기 키우기 포기 꿈꾸 시간 맞벌이 집안일 결혼 아기 애낳기 애낳기 추가 높은 집값 높은 교육비 높은 물가 아기 키우기 지금 수월 키우기 고통 행복 사람 출산 젊은세대 사람 많이 딸 키우기 상상 이상 있다 상상 이상 행복 친구 밖 마시 연애 여자 친구 여행 좋은 취미 생활 즐기 비교 없다 차원 행복 딸	1686
1687	집값 교육비 문제 삶 포기 소득 수준 높은 여기저기 여행 다니 간섭 없다 취미 생활 자유 연애 결혼 집안 부 집안 행사 장인 장모 시아버지 시어머니 생신 어버이날 주말 쉬 애기 어른 오라 집안 얘기 집값 무섭	1687
1688	사랑 부족 부분 사회 중심 흘러가 진심 사랑 돈벌기 의심 시작 가난 수록 사랑 주저 없다 나라 많이 가난 나라 출산 많이 복합 문제 남녀갈등 사랑 한국 같은 외국인 자유 연애 멋있	1688
1689	집값 때문에 결혼 집값 때문에 설문 조사 결혼 시술 애낳기 딩크 애낳기 독박육아 육아 눈 뻔하 가사노동 노동 시가 쪽 유난 시집살이 경력단절 좋은 점 있다 집 오빠 아빠 한숨 집 문제 생각 주변 친구 얘기 인터넷 얘기 소수 아빠 남자 형제 있다 결혼 애기 애낳기 잘사 언니 있다 또래 친구 결혼 친구 많이 결혼 긍정 가정 남자 만나 다정 결혼 바뀌 남자 많이 사회 인터넷 남자 글 선입견 남자 같은 생각 멀 너무많다 가부장 집안일 아빠 남자 집안일 남자 시키 유교문화 결혼 조금 시키 딸 분위기 쉽 바뀌 기성세대 젊은세대 없다 또래 남자 수준 남자 많이 남녀갈등 감수 없다 여자 남녀갈등 남자 결혼 연애 싫다 정치인 남녀갈등 가르 나라 남녀갈등 교육비 시키 저녁 시간 퇴근 회식 문화 회식 참석 승진 악영향 사회 문제 해결 육아 육아휴직 여자 남자 자유 비교 비교 결혼 연애 이유 집값 염불 없다	1689
1690	가난 연애 시작 나라 가능 남자 연애 프로 연애 사람 세상	1690
1691	대수 대수 연애 사는게	1691
1692	저출산 원인 출산 기피 증가 해결책 기혼자 출산 기피 보육 문제 미혼자 보육 이전 연애 연애 문제 있다 때문에	1692
1693	한국 남자 이유 돈벌기 유교문화 징용 노동력 유교문화 문제 병역의무 유교문화 징용 발생 개인 학력 경력단절 보상 나라 보상 한국 남자 값싸 노동력 유교문화 생각 전역 쥐 전역 돈벌기 공부 연애 사업 결혼 자연 조선 인 통하 조선 망하	1693
1694	근본 부가 남녀갈등 차별 강요 연애 하락 결혼 하락 출산 하락 이어지	1694
1695	애낳기 결혼 연애 비교 공간 프라이버시 있다 좋은	1695
1696	부가 여자 챙기 남자 챙기 연애 결혼 애낳기 여가 부 생기 조금 저출산 부 폐지 조금 해결	1696
1697	남녀갈등 갈등 조장 사회 언론 탓 인터넷 비교 여혐 도태 인터넷 현생 연애 결혼 사는게 좋은	1697
1698	인생 집 인생 연애 결혼 출산	1698
1699	집값 교육비 경제 문제 때문에 결혼 결혼 만큼 좋은 남자 없다 연애 남자 결혼 인생 소모 있다 맞벌이 좋은 남자 생기 결혼 생각 있다 애낳기 몸상 키우기 늙 사는게 취미 활동 관리 최우선 비교 없다 예전 애낳기 생기 애낳기 유교문화 생각 있다 사람 실수 사랑 키우기 이상 주변 비교 식 애낳기	1699
1700	출산 이유 있다 임금 적음 버 만큼 힘 값 폭 물가 상승 제자리 대출 높은 이자 결국 고금리 진행 가정 형편 어려우 힘 듬 키우기 비용 장난아 지원 좆 없다 각종 혜택 결국 자격 조건 미달 모으 저축 티 클 티 저금리 대출 할부 빚 덩이 때문에 사는게 연애 결혼 자금 없다 금전 부분 갈등 대부분 부모 돈벌기 때문에 부부 싸움 이혼 돈돈 돈벌기 세뇌 본인 사회생활 생각 포기	1700
1701	위 물 돈줄 풀 투자 집 경제 사는게 신혼 부부 중요 신혼 부부 남녀갈등 노력 집 채 쉽 장만 여건 마련 당장 윗대 가리 색히 돈벌기 잔치 돈벌기 먹고살기 돈벌기 먹고살기 좋은 나라 없다 인재 먹고살기 나라 젊은세대 인구 없다 지구 사라지 시간 문제 인구 관련 복지 전폭 복지 이상 꺽이 과학 지표 복지 공산당 색히 때문에 발전 없다 정책 지지부진 인구 문제 시간 유교문화 연애 결혼 꼴 나라 세계 불행 나라	1701
1702	결혼 일 먹고살기 사는게 연애 고통 출산	1702
1703	대한민국 남자 대학 병역의무 취업 빠르 그때 학자금 마이너스 시작 연애 결혼 육아 노 답없다	1703
1704	있다 아시아 발달 한중일 아시아인 서양인 체형 애낳기 부적합 경향 있다 골반 작 애낳기 몸 국가 발달 시민 편하 애낳기 아프 고통 인식 퍼지 연애 자체 없다 집값 해결 유교문화 생기 사람 원 직업 집 있다 연애	1704
1705	결혼 애낳기 육아 문제 양육 고통 여자 육아 동안 경력단절 정도 육아 끝내 직장 잡 정규직 없다 비정규직 직장 없다 남편 장만 힘드 맞벌이 없다 현실 비정규직 직장 가사노동 육아 자녀 교육비 문제 직장 문제 고통 그렇 남편 상황 혼자 시댁 친정 집안 행사 제사 마음 고생 시집 사는게 스트레스 받는 몸 망가지 애낳기 산후 조리 애낳기 없다 산후 우울증 비교 자존 결론 자식 엄마 고분 투구 모습 엄마 사는게 그렇 때문에 연애 결혼 자체 부담 맞벌이 사는게 엄마 희생 엄두 시집 나이 딸 사고방식 깨지 남자 한국 여자 결혼 앞 쉽 유교문화 개인주의 손해 일 집값 문제 결혼 여자 희생 강요 사회 분위기 가부장 환경 결혼 자체 거부 한국 수저 부모 자식 빚 불행 자식 고통 싫다 결혼 싫다	1705
1706	접근 예전 저출산 관련 찾 결혼 부부 출산 평균 이상임 당연 출산 연애 자체 결혼 자체 때문에 출산 양육비 지원 수많 저출산 정책 출산 떨어지 미혼 대입 답없다 나오 그렇 때문에 연애 장려 정책 같은 출산 도움	1706
1707	연애 결혼 애낳기 그동안 한국 애용 감사 자멸 없다	1707
1708	흐름 연애 결혼 장난 집값 사교육 아시아 쪽	1708
1709	부가 연애 결혼 출산 이혼 장려 정책 한국 남자 국제 결혼 답없다	1709
1710	혼자 한국 남자 남편 아버지 사는게 나라 남녀갈등 차별 비아 당하 바 연애 즐기 쪽 선택	1710
1711	피상 이야기 많이 같은 미혼 비교 일반 없다 개인 이야기 있다 결혼 이상 축적 포기 경제 관념 뒤늦 눈 각자도생 느낌 연애 연애 모으 어려움 돈벌기 주위 들려오 이야기 교육비 양육비 대출금 지출 많이 적금 자체 비상금 소소 주식 아내 걸리 죽다 다고 야근 출장 스트레스 받는 일 본인 용돈 고딩 수준 투자 포기 유일 부자 희망 대출금 값 오르 바라 집 경우 해당 성격 부분 고민 많이 짐 고부 갈등 양육 이혼 문제 면 앞서 우울 생각 이상 가정 있다 생각 준비 생각 배우자 생각 멘탈 부분 때문에 우울 많이 연애 여자 친구 성격 기복 혼자 받아들이 고부 갈등 같은 기 아내 추구 방향 다르 힘 같은 미니멀리즘 집 정돈 좋은 여자 친구 집 있다 좋은 별개 정리 물건 스트레스 받는 치우 이제 인정 환경 생각 스트레스 켠 치열 사는게 같은 시간 뺏기 주변 결혼 사람 생각 밖 일 집 일 그러 부인 책 비교 사는게 행복 느끼 때문에 행복 좋은 집 잔소리 듣 혼자 영화 맥주 마시 꿈 한국 사람 서양 비교 독립 늦 같은 교육비 시절 공부 잔소리 성인 생활 잔소리 듣 사는게 자유 갈망 높은 짐 미국 독립 애낳기 가정 꾸리 욕망 상대 회사 나이 결혼 친구 있다 친구 독립 사는게 소속감 갈망 자유 열망 한국 한국 결혼 가족 가족 관념 상대 사는게 시부모 때문에 스트레스 배우자 가족 지내 좋은 강요 개인 상황 자랑 아빠 있다 금수 은수저 타령 한국 사회 결혼 은수저 수저 쥐 없다 생각 무능 아빠 있다 생각 없다 사는게 가슴 켠 있다 고독 찾아오 있다 없다 차이 같은 결혼 애낳기 문제 문제 이기 부분 있다 사회 현상 의미 있다 있다 생각나 대로 혼자 이기 없다 세계 한국 성인 남녀갈등 이기 단순 경제 이유	1711
1712	연애 결혼 애낳기	1712
1713	결국 돈벌기 혼자 벌어먹 사는게 나라 경제 때문에 연애 결혼 생각 유교문화 연애 나라 여자 드라마 제력 기준치 높은 그렇 남자 사랑 식 연애 생각 만들어야 결혼 육아 문제 때문에 현대 여자 분 공감 많이 생각 돈벌기 버 가사노동 근대 집 투자 반면 개 소용 없다 아 깨달음 유아 교육비 핑 현실 생기 엄마 자유 시간 없다 여자 싫다 문제 한국 드라마	1713
1714	중후 반 자영업 차 구축 집 차 있다 코로나 영업 제한 기간 정도 영업 제한 풀리 정도 결혼 생각 없다 목표 연애 결혼 비교 보단 종잣돈 정도 상가 내장사 늙 임대 돈벌기 먹고살기 사는게 국민 연금 은행 연금 저축 넣 인구 줄다 임대 가치 죽다 가치 일 없다 보이 보험 만기 보장 보험 위주 주변 결혼 형 죄인 사람 많이 그러 샆 생각 없다 좋은 고양이 외로움 없다 주변 결혼 친구 많이 사회 일 없다 비교 있다 독박육아 독박육아 살림 소리 빌미 싫다 같은 케 릭터 살아가 공유 이해 없다	1714
1715	여자 없다 남자 결혼 근거 남자 연애 있다 결혼 결혼 남자 대부분 연상 반박 가능 결혼 문제 집 사교육비 인구 수도권집중 남녀갈등 갈등 원인	1715
1716	결혼 결혼 집 있다 있다 이때 여자 연애 결혼 생각 시작 남자 환멸 느끼 생각 접 꼴 혼수 떨어지 아치 생각 여자 탓 없다 부모 교육비 고생 돈벌기 많이 남자 만나 버 수준 재벌 급 원하 가능	1716
1717	결혼 이전 연애 이혼	1717
1718	개인 생각 자본주의 격차 상류층 기회 자본주의 성공 경재 성장 비교 가지 자산 집 주식 가치 커지 때문에 노동 가치 가난 사람 노동 불리 쉽 빠르 재산 있다 배 질투심 생기 유튜브 나가 사람 보이 좋은 대학 기업 들어가 기업 초봉 언저리 스트레스 받는 퇴사 뼈 빠지 일 임금 오르 속도 집 주식 오르 속도 빠르 참 싫다 일 집 있다 희망 있다 희망 없다 다르 기업 들어가 정도 수도권집중 있다 연봉 간 비교 사실 가능 미래 대출 고통 기업 들어가 빠지 노력 쌓 희망 없다 학업 취직 연애 결혼 포기 사는게 달 생활 어려움 없다 정도 벌거 대학 명함 중소기업 공장 알바 같은 곳 많이 안정 그렇 코로나 주식 코인 집 오르 미국 인력 없다 인력난 사람 퇴사 직장 창의력 재능 승부 시기 예전 고급 인력 생산 주입식 교육비 유교문화 나라 대학 졸업 정상 높은 대졸 개 소나 대학 학업 뜻 있다 없다 비교 원 진로 쪽 방향 잡 있다 지지 지원 방향 행복 있다 탠 우리나라 고통 교육비 치열 공부 패배자 취급 공부 상위 빼 패배자 만들어야 시스템 형성 상위 비교 속 살아남 스트레스 받는 성장 다음 젊은세대 고통 확률 높은 결론 자본주의 많이 사람 자산 굴리 돈벌기 반면 없다 사람 평생 가난 밖 없다 나라 교육비	1718
1719	옛날 여자 유교문화 결혼 유교문화 할배 법 만드 애낳기 결혼 남자 동남아 여자 애낳기 돈벌기 결혼 눈 여자 교육비 시키 자식 주변 돈벌기 명예 몰려드 여자 많이 혼인 연애 유교문화 착오 법	1719
1720	나라 나라 출산 이유 버 돈벌기 생활 수준 더럽 높은 돈벌기 많이 애낳기 피곤 싫다 때문에 연애 명절 남편 집 부침개 꾸 시동생 비교 어머님 비교 상상 때문에 이혼 생각 바 낫 생각 원 회식 이야기 늦	1720
1721	느끼 아 사람 사는게 힘드 느 자체 젊은세대 사람 한참 이성 문제 관심 있다 법 나라 사람 연애 먹고살기 만 비극 한마디 집 만 차 끌 드라이브 생각 보통 사람 대기업 붙 여자 사귀 웃기 나라 맞음	1721
1722	원인 여파 한몫 사태 많이 사람 회사 부도나 부부 싸움 이혼 직결 가정불화 트러블 젊은세대 젊은세대 많이 결혼 앞 글 만큼 결혼 거부 연애 지금 포기 야구 농구 같은 스포츠 낙 있다 각종 테마파크 행사 축제 놀러가 재미 결혼 가정 꾸리 생각 재미 제한 고통 서민 결혼 가정 경제 문제 트러블 뻔 금수 다이아 수저 일부다처제 허용 기업 회장 첩 들어가 낫 서민 결혼	1722
1723	대한민국 부모 때문에 고생 부모 고생 영어 대한민국 일자리 구하 해외 대한민국 여자 친구 구하 국제 연애 결혼 고통 공부 외국 나가 한마디 대한민국 벗어나 바보 만들어야 대한민국 서로 갈아먹 사는게	1723
1724	당장 뒤 먹고살기 사는게 우울 애낳기 이번 연애 결혼 포기 당장 부모 동생 키우기 노후 준비 용돈 드리 사는게	1724
1725	스파르타 식 사회 비교 강자 살아남 승자 독식 구조 연애 주변 있다 유교문화 생각 없다 학교 틀 공부 낙오자 잘못	1725
1726	돈벌기 들어가 애낳기 연애 귀찮 편하 결혼 생각 일본 고령화 선진국 정점 찍 중진국 후진국	1726
1727	해외 맞벌이 외자식 많이 한국 출산 하락 이유 해외 집 싸 넓 집 있다 시간 남음 취미 발달 자연 만남 증가 공허 애낳기 맞벌이 동거 애낳기 결혼 국내 집 없다 쌈 집사 돈벌기 버 시간 없다 집값 오름 돈벌기 월급 집값 오름 월급 오름 집값 폭등 시간 없다 일집 일집 연애 기회 없다 집 잠 자 공간 소형 평수 보유 신혼 부부 대출금 애낳기 사는게 좁 집 생각 미루 교육비 지출 월세 대출 부담 없다 애낳기 돈벌기 부족 봄 한국 인강 교육비 인프라 발달 사교육비 돈벌기 있다 반면 싸 좋은 강의 널리	1727
1728	갠 직장 억서 월 금 토 근무 근무 연애 피로 누적 데이트 비용 무시 그렇 결혼 비용 집값 물가 가파르 오르 월급 따라가 애낳기 숨 같은 애낳기 키우기 좋은 있다 직장인 맞벌이 부부 피로감 쩔 누적 미루 다투 결국 이혼 대출 갚 돈벌기 들어가 사는게 싫다 사는게 연애 많이 작 집 집 유교문화 생활 있다 최고 같은 자식 없다 조카 만족 조카 놀 고통 재밌	1728
1729	집값 때문에 남자 결혼 생각 뿜 뿜 사회 편견 지나치 높은 커트라인 때문에 서방 국가 동양 국가 아참 남녀갈등 짝 없다 여자 받는 비교 꼴 남녀갈등 꼴 남녀갈등 남자 연애 결혼 생각 이야기 임	1729
1730	결과 이득 연애 결혼 손해 연애 결혼 덕 서로 혼인 이야기	1730
1731	어쩌 통계 내놓 저출산 해결 없다 집값 집 잡 없다 육아 교육비 문제 해결 없다 사회 배려 양보 없다 기후 재앙 환경 오염 사람 없다 지구 그러 다음 젊은세대 저주 같은 개인 연애 결혼 이유 인간미 여자 만나 있다 모태 솔로 포기 전심 행복 가정 만들어야 그러	1731
1732		1732
1733		1733
1734		1734
1735	교육비 집 문제 이유 남자 여자 눈 높은 현상 직장 취업 혼자 생활 최적 시스템 등등 누나 아들 국가 혜택 사실 없다 택 조사 사람 애낳기	1735
1736	한국 독일 곳 직장 생활 사는게 한국 출산 없다 이유 복합 이유 작용 육아 비용 작용 같은 독일 애낳기 비용 병원 진료비 무료 희생 킨더 겔 트 직접 금전 지원 세금 혜택 있다 학비 대학원 전액 무료 사교육 있다 나라 치열 부분 직장 문화 임산부 회사 해당 사실 통지 날 법 보호 받는 있다 몸 좋은 병가 있다 업무 병원 비교 사람 없다 근무 시간 유연제 실시 때문에 볼일 있다 아침 늦 출근 오후 퇴근 근무 시간 날 일 육아 육아휴직 간 유급 무급 한국 출산 높이 입시 문제 해결 사교육비 있다 직장 문화 바꾸 부담 병가 육아 육아휴직 사용 있다 같은 제도 마련 문화 뒷받침 소용 없다 유연근 무제 시행 출근 해고 퇴근 직장 상사 제도 사용 없다 때문에 겪 눈 보이 해결 방안 찾 같은	1736
1737	여자 눈 높은	1737
1738	눈 보이 문제 해결 연관 같은 문제 해답 찾 생각 집값 어렵	1738
1739	경제 초점 두 어리석 인간 인구 줄어드 다행 경제 고통 인구 늘어나 각종 바이러스 환경 파괴 문제 종말 있다 경제 종말 막 인간 눈 자연 인구 조절 지구 사람 생각 암 치료 생각 어리석 삶 고해 바다 대물림 용 비교 생기 애낳기 결혼 탈	1739
1740	치킨 배달 일 출산 결혼 사람 혼자 없다 사람 눈	1740
1741	주변 회사 출산 휴가 내 다음 날 짜르 있다 직장 없다 우울 이혼 나라 위자료 정도 받는 비교 인생 사는게 양육비 받는 방법 없다 개인 몫 사는게 죽다 직장 맘 업무 강 세 야근 일수 한국 미션 임파서블 챌린지 수준 여자 처우 개선 남자 직장 사는게 고통 여자 부자 이상 생기 인생 포기 각 남자 사는게 힘드 유흥 즐기 결혼 추세 사는게 힘드 상대방 바라 많이 눈 높은 사는게 주변 많이 유흥 문화 없애 결혼 여자 처우 개선 직장 문화 월급 개선 당장 결혼 집값 비싸 나라 월세 전세 좋은 시스템 있다 교육비 개선	1741
1742	젊은세대 사람 마인드 양육 관련 복지 엄청나 좋은 출산 좋은 눈 높은 개인주의 성향 결국 국가 운명 받아들이	1742
1743	반려 견 반려 묘도 사람 뒤집 고통 새끼 눈 떼 육체 우울	1743
1744	권력 눈 정치인 남녀갈등 투표 얻 이유 같은	1744
1745	한국 유교문화 경직 사회 분위기 속 엄마 순간 사람 엄마 희생 요구 주체 선택 폭력 무게 사람 전담 아야 남편 눈 잇 그렇 분 직장 업무 싫다 결혼 남편 분 현실 애낳기 순간 소비 비교 없다 돈벌기 들어가 교육비 애낳기 순간 한국 사회 비교 비교 세상 피부 체감 예전 마을 단위 비교 집안 어른 육아 공동체 형성 엄마 감당 육아 자체 현대 엄마 기대 인류 역사 이래 최고점 과언 가정교육 인성 교육비 발달 희생 값 엄마 탓 값 엄마 비교 쉽 평가 오지랖 한국 사회 아 애낳기 커리어 나가 여자 애낳기 엄마 여기저기 시절 이해 가능 비교 없다 가정 아기 때문에 아기 시절 이해도 도시 인구 밀도 높은 자유 생활 있다 환경 여건 남녀갈등 같은 상태 도시 구조 성인 기준 시절 공동체 비교 비난 비교 엄마 감수 떠안 조부모 육아 참견 유교문화 방식 그때 남편 시댁 갈등 시작	1745
1746	문제 여자 눈 높은 가난 결혼 복지 생각 완벽 비교 사는게 생각 팽배 지금	1746
1747	한국 사회 비교 삶 가능 실제 방안 비교 사회 합의 방안 유명무실 같은 개인 계층 감당 떠밀 눈 부담 포기 결과 나오 애낳기 정도 기르 복귀 일 기르 감정 노동 우울 노동 육체 노동 사회 요구 동시 다발 겪 일 고통 공동 이해 있다 그러 집 노 사람 잉여 인간 취급 본질 키우기 엄마 사회 이해 합의 생기 해결 생각	1747
1748	먹고살기 없다 굶 저출산 문제 없다 경제 문제 탓 눈 세상 남녀갈등 평등 한국 남녀갈등 평등 제압	1748
1749	저출산 여자 애낳기 해결 방법 여자 애낳기 이유 알아보 개선 현실 평등 관심없 계속 경제 좋은 그렇 눈 돌리 헛소리	1749
1750	분석 동양 예전 남자 밖 일 여자 집안 일 구조 때문에 경제력 결혼 이루어지 사회 구조 현대 들어오 여자 직장 일 시작 남자 실직 경우 위 같은 경제력 구조 여자 눈 차 사람 없다 때문에 그러 결혼 애낳기 구조 이루어지	1750
1751	복합 이유 있다 청춘 일 돈벌기 부모 엎 있다 아침 눈 출근 기적 같은 처자식 감당 엄두 내 통장 없다 청년 많이	1751
1752	줄다 국제 문제 좋은 나라 존속 정도 정치인 관심 갖 대 별일 없다 생각 관심 없다 눈 가리 아웅 정책 같은 집어치우 니즈 파악 실질 문제 해결	1752
1753	눈 보이 기술 발전 사람 인성 후퇴 사회 고립 쉽 애낳기 겪 사는게 고통 인생 허비 싫다 애낳기 경우 기술 발전 인간 사는게 인성 인간 사는게 힘 치 박 싸우 인간 인간 이하 사는게 인간	1753
1754	걸리 자식 있다 눈 눈물나 사는게 간수 바	1754
1755	생각 같은 중요 아시아 비교 심리 서구 개인주의 짙 비교 멋 부류 많이 반면 아시아 주변 스스로 비교 우위 갖 바라 자 오 부모 은연중 몸 베 유교문화 매체 발달 세계 비교 좋은 환경 전통 남자 경제력 여자 비교 경쟁력 비교 최고 조건 유교문화 비교 기준 없다 비교 우위 드러나 마련 눈 높은 남자 매혹 이성 매체 넘쳐나 주변 없다 여자 연봉 남자 상 주변 없다 신혼 최소 수도권집중 신축 아파트 시작 주변 시작 결혼 선택 있다 남녀갈등 밖 그렇 비교 탓 사회 탓	1755
1756	한국 전체 답없다 세계 우울증 고통 학생 비교 시작 출생 꼴 지인 이유 여자 때문에 눈 막 귀 막 똥고집 부리 한국 답없다 진심	1756
1757	공통 비교 오지 민족 눈 더럽 높은 민족	1757
1758	일본 중국 언급 여자 입장 문제 한국 끝 눈 문제 줄다	1758
1759	여자 눈 높은	1759
1760	가임 기인 한국 여자 눈 높은 애낳기 키우기 모성애 부족 게으르 이기 때문에 한국 여자	1760
1761	애낳기 딩크족 부부 수익 부모 물려받 재산 많이 조부모 재산 있다 경기도 사놓 있다 전세 수도권집중 전세 일 시간 하루 정도 유교문화 시간 많이 애낳기 주변 최소 애낳기 여건 부부 애낳기 재산 있다 애낳기 수도권집중 집 있다 애낳기 애낳기 애낳기 이유 아래 같은 부부 즐겁 방해물 취미 여행 식사 운동 등등 유교문화 같은 세상 학교 들어가 가해자 피해자 쉽 뛰어놀 날 게임 공부 꼴 없다 결혼 애낳기 사는게 프레임 갇히 싫다 노후 맡기 애낳기 억지 프레임 씌우 부담 주기 싫다 이유 해외여행 있다 여행 즐기 영화관 심야 영화 있다 여건 어렵 요가 독서 게임 그림 취미 있다 누리 집 한글 공부 포스터 붙 상상 싫다 출산 떨어지 부자 국가 일어나 현상 가난 국가 출산 높은 아프리카 국가 한중일 출산율 차이 한국 수도권집중 부산 같은 부자 도시 출산 전남 충남 경북 강원 같은 가난 지역 출산 높은 차이 가난 나라 가난 농촌 출산 높은 거리 없다 취미 유교문화 없다 성관계 육아 즐거움 찾 나라 오락실 카페 노래방 없다 눈 보이 논밭 일 집 오 스마트폰 인터넷 없다 시절 집 남녀갈등 있다 성관 유일 길거리 출산 아버지 젊은세대 형제자매 많이 아프리카 국가 출산 나라 발전 오락 거리 엄청나 해외여행 바 돈벌기 있다 인터넷 발달 스마트폰 생기 집집 컴퓨터 젊은세대 있다 게임 발전 밖 코인 노래방 술집 카페 영화관 만화방 당구장 볼링장 등등 거리 그러 사람 육아 성관 수도권집중 즐거움 곳 분산 시작 인터넷 속도 출산 충격 사실 가요 옛날 연애 만 곳 없다 어린이 대공원 카페 극장 정도 돈벌기 체력 남아돌 거리 없다 그러 여관 모텔 결혼 놀 많이 피곤 돈벌기 비교 많이 연애 해외여행 결혼 미	1761
